id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
936	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	benirschke	ch23_erythroblastosis_hydrops	placenta	direct	placental mesenchymal dysplasia with lacunar, hydropic expansion of the villi and areas of hypervascularity	The placenta description suggests placental mesenchymal dysplasia with lacunar, hydropic expansion of the villi and areas of hypervascularity.	FOETO:PP.PAR-DYS-003 | Dysplasie mésenchymateuse placentaire | parenchyme | 1.0	FOETO:PP.PAR-TUM-001 | Placentomégalie avec villosités hydriques | parenchyme | 0.6	FOETO:PP.PLA-NOR-203 | Villosités mésenchymateuses | placenta | 0.6	FOETO:PP.PAR-DYS-003
937	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	benirschke	ch27_mesenchymal_dysplasia	placenta	direct	enlarged, edematous stem villi containing thick-walled vessels	Enlarged, edematous stem villi containing thick-walled vessels.	FOETO:PP.PLA-DYS-041 | Vaisseau-tronc villositaire à paroi épaisse | placenta | 0.72	FOETO:PP.PLA-NOR-205 | Villosités souches (villi souches) | placenta | 0.6	FOETO:PP.PLA-NOR-209 | Villosités élargies à aspect en patte | placenta | 0.6	FOETO:PP.PLA-DYS-041
938	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	benirschke	ch27_mesenchymal_dysplasia	placenta	direct	enlarged stem villus with vessels displaying increased, partially hyalinized mesenchymal stroma, seen cuffing the vascular profiles	Higher magnification view showing an enlarged stem villus with vessels displaying increased, partially hyalinized mesenchymal stroma, seen cuffing the vascular profiles.	FOETO:PP.PLA-NOR-194 | Villosité mésenchymateuse | placenta | 0.6	FOETO:PP.PLA-NOR-195 | Villosité souche | placenta | 0.6	FOETO:PP.PLA-DYS-035 | Stroma villositaire hyalinisé | placenta | 0.6	FOETO:PP.PLA-DYS-035
939	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	benirschke	ch30_chorangiosis_tumours	placenta	direct	hemangioendotheliomas and multiple chorangiomas	Drut et al. (1992) reported the presence of hemangioendotheliomas and multiple chorangiomas in the Beckwith-Wiedemann syndrome	FOETO:PF.MUL-MET-151 | Hémangiomes multiples cutanés | multi_organe | 0.6			NOUVEAU
930	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	ernst	ch06_pancreas	pancreas	contexte	Islet cells with nucleomegaly	Islet cells with nucleomegaly (nuclei three to four times the size of their neighbors) are the most reliable evidence for congenital hyperinsulinism				NOUVEAU
931	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	ernst	ch20_adrenal	adrenal gland	direct	adrenal cytomegaly	Macroglossia, omphalocele, adrenal cytomegaly, gigantism, and hyperplastic visceromegaly	FOETO:PF.MUL-MAL-032 | Omphalocèle | multi_organe | 0.8			FOETO:PF.END-MAL-006
932	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	ernst	ch20_adrenal	viscera	direct	hyperplastic visceromegaly	Macroglossia, omphalocele, adrenal cytomegaly, gigantism, and hyperplastic visceromegaly	FOETO:PF.MUL-MAL-032 | Omphalocèle | multi_organe | 0.8			NON
1394	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	genereviews	bws	adrenal cortex	direct	Cytomegaly of the adrenal cortex	Cytomegaly of the adrenal cortex, which is considered pathognomonic for BWS	FOETO:PF.END-MAL-006 | Cytomégalie du cortex fœtal surrénalien | endocrine | 0.68	FOETO:PF.END-NOR-020 | Cortex fœtal surrénalien | endocrine | 0.6	FOETO:PF.END-NOR-021 | Cortex permanent surrénalien | endocrine | 0.6	FOETO:PF.END-MAL-006
918	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch04_placenta	placenta	direct	no trophoblastic hyperplasia histologically	but there is no trophoblastic hyperplasia histologically (Fig. 4.51). Pregnancies are often complicated by	FOETO:PP.PLA-DYS-010 | Hyperplasie trophoblastique | placenta | 1.0			NON
919	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch04_placenta	placenta	direct	villi, which are distended from edema and tortuous stromal vessels	Fig. 4.51 Placental mesenchymal dysplasia: the villi, which are distended from edema and tortuous stromal vessels, could be easily mistaken	FOETO:PP.PAR-DYS-003 | Dysplasie mésenchymateuse placentaire | parenchyme | 0.8	FOETO:PP.PLA-NOR-203 | Villosités mésenchymateuses | placenta | 0.6	FOETO:PP.PLA-NOR-036 | Cellules mésenchymateuses stromales villeuses | placenta | 0.47	FOETO:PP.PAR-DYS-003
920	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch13_hydrops	adrenal gland	contexte	adrenocortical cytomegaly	Adrenal glands may show adrenocortical cytomegaly, especially ones associated with Hb Bart hydrops fetalis	FOETO:PF.END-MAL-054 | Surrénale en galette (aplatie) | endocrine | 0.47	FOETO:PF.MUL-MET-046 | Calcification des glandes surrénales | multi_organe | 0.47	FOETO:PF.MUL-MET-039 | Atrophie des glandes surrénales | multi_organe | 0.47	FOETO:PF.END-MAL-006
921	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch22_alimentary	tongue	direct	tissue overgrowth and tongue muscle hypertrophy	True macroglossia is most commonly seen in Beckwith-Wiedemann syndrome due to tissue overgrowth and tongue muscle hypertrophy				NON
922	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch22_alimentary	pancreas	direct	pancreatic cysts	Syndromes associated with pancreatic cysts include Beckwith-Wiedemann syndrome				NOUVEAU
923	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch24_urinary	kidney	direct	diffuse nephroblastomatosis	In typical forms, the renal parenchyma shows diffuse nephroblastomatosis (Fig. 24.15)	FOETO:PF.REN-MAL-043 | Néphroblastomatose | rein | 1.0			FOETO:PF.REN-MAL-043
924	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch24_urinary	kidney	direct	medullary lesions: dysplasia or cystic dilatation of the tubules	Eventually, there are medullary lesions: dysplasia or cystic dilatation of the tubules.	FOETO:PF.REN-MAL-013 | Dysplasie médullaire kystique | rein | 0.9	FOETO:PF.REN-MAL-014 | Dysplasie médullaire rénale | rein | 0.6		FOETO:PF.REN-MAL-013
925	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch24_urinary	kidney	direct	increased number of nephrons	Sometimes the kidney is structurally normal but has an increased number of nephrons.				NOUVEAU
926	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch24_urinary	adrenal cortex	direct	cytomegaly of fetal adrenal cortex	An important diagnostic feature (but sometimes lacking) is cytomegaly of fetal adrenal cortex.	FOETO:PF.END-MAL-006 | Cytomégalie du cortex fœtal surrénalien | endocrine | 1.0	FOETO:PF.END-MAL-019 | Hypoplasie du cortex fœtal surrénalien | endocrine | 0.68	FOETO:PF.END-NOR-020 | Cortex fœtal surrénalien | endocrine | 0.6	FOETO:PF.END-MAL-006
927	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch26_endocrine	adrenal cortex	direct	Diffuse cytomegaly	Adrenal cortex, Beckwith–Wiedemann syndrome. Diffuse cytomegaly	FOETO:PF.END-MAL-006 | Cytomégalie du cortex fœtal surrénalien | endocrine | 0.52	FOETO:PF.END-NOR-020 | Cortex fœtal surrénalien | endocrine | 0.47	FOETO:PF.END-NOR-021 | Cortex permanent surrénalien | endocrine | 0.47	FOETO:PF.END-MAL-006
928	F Beckwith-Wiedemann Syndrome  (Exomphalos-Macroglossia-Gigantism Syndrome)	ORPHA:116	keeling	ch26_endocrine	pancreas	direct	Nucleomegaly of endocrine cells	Nucleomegaly (3–4 times size to adjacent cell) of endocrine cells is seen in many conditions, including ... Beckwith-Wiedemann				NOUVEAU
1771	FAMILLE Arthrogryposes	FAM:0013	devneuro	ch18_antenatal_disruptions	medulla	direct	Atresia and forking at the level of the medulla	Atresia and forking at the level of the medulla in a seven-month-old child presenting with arthrogryposis	FOETO:PF.MUL-MET-035 | Arthrogrypose | multi_organe | 0.8			NON
1735	FAMILLE Arthrogryposes	FAM:0013	keeling	ch31_skeletal_muscle	limb muscle	direct	replacement of limb muscles with fatty and fibrous tissue	Amyoplasia characterizes patients with a congenital absence of limb musculature and replacement by fatty and fibrous tissue				FOETO:PF.MUS-RET-040
1736	FAMILLE Arthrogryposes	FAM:0013	keeling	ch31_skeletal_muscle	muscle	direct	muscle fasciculi replaced by adipose tissue	Muscle fasciculi are incomplete, with portions of, or whole, fasciculi replaced by adipose tissue				FOETO:PF.MUS-RET-040
1737	FAMILLE Arthrogryposes	FAM:0013	keeling	ch31_skeletal_muscle	muscle	direct	fasciculi surrounded by perimysium	The fasciculi are surrounded by perimysium, said to be a characteristic feature				NON
1738	FAMILLE Arthrogryposes	FAM:0013	keeling	ch31_skeletal_muscle	muscle	direct	small and rounded muscle fibers	In the case of the normal fetus, muscle fibers are small and rounded as they are in arthrogryposis	FOETO:PF.MUL-MET-035 | Arthrogrypose | multi_organe | 0.8	FOETO:PF.MUS-MAL-011 | Petite taille des fibres musculaires | muscle | 0.68	FOETO:PF.MUL-MET-027 | Anomalie des fibres musculaires squelettiques par groupes (petites fibres groupées) | multi_organe | 0.68	FOETO:PF.MUS-MAL-011
1775	FAMILLE Arthrogryposes	FAM:0013	perineuro	s4_gray_matter_lesions	brainstem	contexte	neuron loss, reactive astroglia, mineralization, or cavitation due to necrosis	Symmetric tegmental lesions characterized by neuron loss, reactive astroglia, mineralization, or even cavitation due to necrosis reflect H-I damage in early gestation	FOETO:PF.CER-MET-009 | Astrogliose réactionnelle diffuse | cerveau | 0.9	FOETO:PF.CER-CLA-133 | Minéralisation des neurones morts | cerveau | 0.6	FOETO:PF.CER-CLA-157 | Nécrose tégmentale du tronc cérébral | cerveau | 0.47	FOETO:PF.CER-MET-009
1776	FAMILLE Arthrogryposes	FAM:0013	perineuro	s4_gray_matter_lesions	spinal cord	contexte	damage to spinal cord neurons	Spinal cord neurons are also damaged in cases of severe neonatal HIE				NON
1778	FAMILLE Arthrogryposes	FAM:0013	perineuro	s7_neuromuscular	muscle	direct	fatty-fibrous replacement of the muscular tissue	decreased muscle mass in the limbs with a fatty-fibrous replacement of the muscular tissue	FOETO:PF.MUS-RET-040 | Remplacement adipeux du muscle squelettique | muscle | 0.52			FOETO:PF.MUS-RET-040
1739	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch10_muscle	muscle	direct	important connective proliferation of the endomysium	importante prolifération conjonctive de l’endomysium				FOETO:PF.MUS-RET-024
1740	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch10_muscle	muscle	direct	decrease in the number and diameter of muscle fibers	diminution du nombre et du diamètre des fibres musculaires	FOETO:PF.MUS-MAL-005 | Diminution du nombre de fibres musculaires | muscle | 0.9	FOETO:PF.MUS-RET-047 | Variation du diamètre des fibres musculaires | muscle | 0.68	FOETO:PF.MUS-RET-020 | Fibre musculaire de type 2C fœtale | muscle | 0.6	FOETO:PF.MUS-MAL-005
1741	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch10_muscle	muscle	direct	necrosis and regeneration are little important	nécrose et régénération sont peu importantes				NON
1742	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	cortex dépeuplé	signes histologiques de neuro-dégénérescence, en particulier cortex dépeuplé, atrophie des différentes structures				FOETO:PF.CER-MAL-247
1743	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	atrophie des différentes structures	signes histologiques de neuro-dégénérescence, en particulier cortex dépeuplé, atrophie des différentes structures, phénomènes de cavitation				NON
1744	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	phénomènes de cavitation	signes histologiques de neuro-dégénérescence, en particulier cortex dépeuplé, atrophie des différentes structures, phénomènes de cavitation, images d’apoptose				FOETO:PF.CER-MET-014
1745	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	images d’apoptose	signes histologiques de neuro-dégénérescence, en particulier cortex dépeuplé, atrophie des différentes structures, phénomènes de cavitation, images d’apoptose				NOUVEAU
1746	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	plaque corticale fine et peu dense	coupe histologique H&E, montrant une plaque corticale fine et peu dense au plus fort grossissement	FOETO:PF.CER-MAL-231 | Plaque corticale mince | cerveau | 0.6	FOETO:PF.CER-NOR-072 | Plaque corticale | cerveau | 0.6	FOETO:PF.CER-NOR-087 | Zone de la plaque corticale | cerveau | 0.6	FOETO:PF.CER-MAL-231
1747	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	direct	lésion cavitaire remplie de macrophages	gros plan sur lésion cavitaire remplie de macrophages				NOUVEAU
1749	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	moelle épinière	direct	turgescence des motoneurones	motoneurones altérés (turgescence, picnose et fragmentation de la chromatine)				NOUVEAU
1750	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	moelle épinière	direct	picnose des motoneurones	motoneurones altérés (turgescence, picnose et fragmentation de la chromatine)				NOUVEAU
1751	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	moelle épinière	direct	fragmentation de la chromatine des motoneurones	motoneurones altérés (turgescence, picnose et fragmentation de la chromatine)				NOUVEAU
1752	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	contexte	dépeuplement extrême du cortex	On peut observer focalement un aspect festonné de la plaque corticale ou un dépeuplement extrême du cortex	FOETO:PF.CER-NOR-072 | Plaque corticale | cerveau | 0.6	FOETO:PF.CER-MAL-231 | Plaque corticale mince | cerveau | 0.47	FOETO:PF.CER-MAL-036 | Aspect festonné de la couche II corticale | cerveau | 0.47	FOETO:PF.CER-MAL-247
1753	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	contexte	cortex de faible densité cellulaire	Le cortex cérébral apparaît de faible densité cellulaire, avec des petits neuroblastes à noyaux picnotiques	FOETO:PF.CER-MAL-050 | Cortex cérébral épaissi (> 1 cm) | cerveau | 0.47			FOETO:PF.CER-MAL-247
1754	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	contexte	neuroblastes à noyaux picnotiques	Le cortex cérébral apparaît de faible densité cellulaire, avec des petits neuroblastes à noyaux picnotiques	FOETO:PF.CER-MAL-050 | Cortex cérébral épaissi (> 1 cm) | cerveau | 0.47			NOUVEAU
1755	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	noyaux gris centraux	contexte	signes de dégénérescence cellulaire des noyaux gris centraux	Les noyaux gris centraux et les noyaux des paires crâniennes, présentent également des signes de dégénérescence cellulaire	FOETO:PF.MUL-MET-194 | Lésions des noyaux gris centraux | multi_organe | 0.68	FOETO:PF.MUL-MET-112 | Dépôt de fer dans les noyaux gris centraux | multi_organe | 0.68	FOETO:PF.MUL-MET-059 | Cavitation des noyaux gris centraux | multi_organe | 0.68	FOETO:PF.MUL-MET-194
1756	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	noyaux des paires crâniennes	contexte	signes de dégénérescence cellulaire des noyaux des paires crâniennes	Les noyaux gris centraux et les noyaux des paires crâniennes, présentent également des signes de dégénérescence cellulaire	FOETO:PF.MUL-MET-194 | Lésions des noyaux gris centraux | multi_organe | 0.52	FOETO:PF.MUL-MET-112 | Dépôt de fer dans les noyaux gris centraux | multi_organe | 0.52	FOETO:PF.MUL-MET-059 | Cavitation des noyaux gris centraux | multi_organe | 0.52	NOUVEAU
1757	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	tronc cérébral	contexte	atrophie des faisceaux cortico-spinaux	Le tronc cérébral est également hypoplasique, avec une atrophie des faisceaux cortico-spinaux	FOETO:PF.CER-INF-003 | Atrophie cérébrale | cerveau | 0.7	FOETO:PF.CER-CLA-073 | Hypoplasie du tronc cérébral | cerveau | 0.7	FOETO:PF.CER-MET-011 | Atrophie cérébrale sévère | cerveau | 0.7	NOUVEAU
1758	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	cerveau	contexte	figures apoptotiques	apoptotiques, avec fragmentation et margination de la chromatine, peuvent être observées				NOUVEAU
1759	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	moelle épinière	contexte	cornes antérieures hypoplasiques	A l’étage médullaire, les cornes antérieures sont hypoplasiques et dépeuplées en moto-neurones	FOETO:PF.CER-MAL-144 | Hypoplasie de l'hypophyse antérieure | cerveau | 0.6	FOETO:PF.CER-NOR-010 | Cornes antérieures de la moelle | cerveau | 0.6	FOETO:PF.CER-CLA-118 | Lésion des cornes antérieures médullaires | cerveau | 0.52	FOETO:PF.CER-CLA-118
1760	FAMILLE Arthrogryposes	FAM:0013	soffoet	ch11_cerveau	moelle épinière	contexte	dépeuplement en motoneurones des cornes antérieures	A l’étage médullaire, les cornes antérieures sont hypoplasiques et dépeuplées en moto-neurones	FOETO:PF.CER-MAL-204 | Mort des motoneurones des cornes antérieures | cerveau | 0.68	FOETO:PF.CER-NOR-010 | Cornes antérieures de la moelle | cerveau | 0.6	FOETO:PF.CER-CLA-118 | Lésion des cornes antérieures médullaires | cerveau | 0.52	FOETO:PF.CER-MAL-204
